3838	84060	hprd
4776	10971	hprd
23057	952	kegg
22859	6098	hprd
7158	4790	hprd
114049	23498	kegg
2290	4087	hprd
5347	7178	hprd
3693	23022	hprd
810	3707	kegg
3276	56252	hprd
3620	4128	kegg
3162	644	kegg
10114	5998	hprd
6783	51144	kegg
3937	2885	hprd,kegg
27430	54496	kegg
55660	26993	hprd
10946	11007	hprd
9306	5296	hprd
7534	3480	hprd
956	23649	kegg
6453	55052	hprd
9295	6427	hprd
9093	3717	hprd
4869	1647	hprd
5500	2997	kegg
23562	9414	kegg
8470	5058	hprd
752	5216	hprd
6517	1072	hprd
5295	5584	kegg
84296	51659	hprd
3672	1280	kegg
8503	3635	kegg
5148	1633	kegg
59348	672	hprd
3183	7329	hprd
2159	5269	hprd
2902	4627	hprd
1875	4088	hprd,kegg
3675	7094	kegg
5591	6722	hprd
4005	6772	hprd
2	55729	hprd
7043	4052	kegg
10621	112840	hprd
30833	2766	kegg
7410	960	hprd
3866	27229	hprd
2130	4591	hprd
3066	6670	hprd
658	55120	hprd
1950	2885	hprd
834	3064	hprd
26508	6498	hprd
4898	5443	hprd
2661	5873	hprd
109	5152	kegg
5921	6464	hprd
5000	595	hprd
10254	3717	hprd,kegg
6667	54880	hprd
2875	16	kegg
2035	28992	hprd
57678	55750	kegg
5291	2322	kegg
9655	3561	kegg
4686	9810	hprd
1855	1857	hprd
3759	3761	hprd
7277	4609	hprd
6895	8575	hprd
55217	28972	kegg
8613	55627	kegg
36	1962	kegg
23559	4734	hprd
2147	2150	hprd
840	4149	hprd
23534	6426	hprd
8841	5531	hprd
10580	3643	hprd
2805	1491	kegg
3320	6774	hprd
4609	6667	hprd
26289	27115	kegg
5579	3689	hprd
5708	5711	hprd
988	4998	hprd
1857	5494	hprd
919	2215	kegg
9869	199745	hprd
6258	4973	kegg
5305	8867	kegg
4145	4914	hprd
159	55157	kegg
91	3547	hprd
7812	10492	hprd
5431	109	kegg
1215	4254	hprd
10893	3814	hprd
55075	1951	hprd
5045	4851	hprd
10718	2066	hprd,kegg
955	159	kegg
8777	1366	kegg
3716	6772	hprd,kegg
4005	4087	hprd
114	2771	kegg
7704	9734	hprd
115	5144	kegg
5330	5532	kegg
29911	27332	hprd
2736	7483	kegg
71	4627	kegg
11260	8021	hprd
10498	23637	hprd
8515	2316	kegg
23236	4952	kegg
6908	284403	hprd
302	998	hprd
5322	1558	kegg
22801	83660	kegg
722	325	hprd
11128	50808	kegg
5966	4793	hprd
71	3692	hprd
404665	7940	hprd
54464	22948	hprd
6046	121504	hprd
1017	898	hprd
6257	1593	kegg
54972	2932	hprd
10567	79666	hprd
4036	7276	hprd
83985	598	hprd
22978	5137	kegg
7013	472	hprd
124	54658	kegg
658	65264	hprd
6850	3601	hprd
1719	10841	kegg
140890	3178	hprd
51100	274	hprd
51160	7311	hprd
207	1978	hprd
3603	2906	hprd
1457	4792	hprd
71	9414	kegg
166336	57216	kegg
1107	10808	hprd
64344	3091	hprd
468	2963	hprd
6256	51	kegg
4088	11018	hprd
2932	1385	hprd,kegg
2534	2319	hprd
3059	10097	hprd
7158	121504	hprd
163688	5256	kegg
957	8654	kegg
2784	5330	kegg
11060	1605	hprd
5340	2152	hprd
4284	801	hprd
3597	3566	hprd
192134	11226	kegg
8841	5467	hprd
2886	3815	hprd
4615	3665	hprd
23474	84966	hprd
3866	11170	hprd
56674	57062	hprd
131	7367	kegg
4790	8837	hprd
3066	5757	hprd
54458	83755	hprd
4318	1277	hprd
5728	5297	kegg
1742	57502	hprd
1854	5467	hprd
1031	894	kegg
6423	7477	kegg
387082	11171	hprd
4323	3814	hprd
54490	1555	kegg
1051	1958	hprd
7479	7855	kegg
598	1409	hprd
22862	3695	kegg
27232	60491	hprd
5925	672	hprd
3613	10423	kegg
5430	10201	kegg
5290	7297	kegg
3693	3914	kegg
23054	142	hprd
6759	3091	hprd
1019	1026	hprd,kegg
596	1432	hprd
4351	5209	kegg
1511	7852	hprd
207	6416	hprd,kegg
51433	51529	kegg
4088	1028	kegg
8321	1742	hprd
983	4000	hprd
2572	2746	kegg
56994	81579	kegg
5594	3643	kegg
957	139596	kegg
3445	10197	kegg
9570	375	hprd
113451	384	kegg
3676	64098	kegg
10127	51324	hprd
3689	83700	kegg
23533	6714	kegg
79699	6921	hprd
5144	271	kegg
948	2534	hprd
5708	7132	hprd
23090	142	hprd
7479	8322	kegg
6777	9612	hprd
5290	8871	kegg
2264	6772	hprd
398	399	hprd
3687	718	hprd
1805	7917	hprd
55165	10142	hprd
91227	2730	kegg
22801	3908	kegg
11073	5371	hprd
5566	158798	hprd
246	1562	kegg
8777	10686	kegg
51133	51691	hprd
221	137872	kegg
333	7114	hprd
10800	9630	kegg
89780	6259	hprd
6356	7167	hprd
2786	2784	hprd
316	4129	kegg
10678	2651	kegg
23592	4086	hprd
5174	949	hprd
91662	29108	hprd
147179	7454	hprd
369	22808	kegg
5351	79813	kegg
891	51434	kegg
956	5136	kegg
5579	4950	hprd
2314	4615	hprd
5330	7855	kegg
7529	8660	hprd
5970	10000	kegg
5438	5315	kegg
10891	4691	hprd
6714	5879	kegg
30837	6774	kegg
26750	5089	hprd
84735	10196	kegg
9583	5137	kegg
3692	10240	hprd
7043	7044	kegg
5321	2770	kegg
55743	5371	hprd
4067	5580	hprd
54600	131965	kegg
10456	10971	hprd
9252	5970	hprd
2261	2259	kegg
5433	2984	kegg
6885	55437	hprd
6667	9612	hprd
56288	998	hprd
825	54550	hprd
10342	54622	hprd
3688	89	kegg
55798	4128	kegg
1573	2879	kegg
8856	10891	hprd
2539	9563	kegg
2551	3054	hprd
824	8851	hprd
84076	6888	kegg
6627	6629	hprd
50487	2771	kegg
79760	6628	hprd
2870	6915	hprd
113026	5296	kegg
4738	8450	hprd
367	836	hprd
58529	11155	hprd
10667	5053	kegg
7525	3717	hprd
3915	3685	kegg
6850	930	hprd
51478	54658	kegg
9021	3568	kegg
84448	5880	kegg
282991	63915	hprd
59277	54507	hprd
8991	26073	hprd
3312	10474	hprd
5440	2982	kegg
4197	3065	hprd
7332	5071	hprd
4893	10125	kegg
5562	1080	hprd
5000	4172	hprd,kegg
2949	2686	kegg
5330	8323	kegg
805	5260	kegg
5499	6500	hprd
7520	4999	hprd
4149	79666	hprd
7429	58	hprd
5218	57154	hprd
387	5908	kegg
6850	5336	hprd,kegg
3189	7276	hprd
9482	57617	hprd
2984	5141	kegg
54464	51079	hprd
103910	4660	kegg
223	6472	kegg
58529	2318	hprd
8887	7128	hprd
5426	5111	hprd
2990	54659	kegg
5702	7189	hprd
7920	518	hprd
1368	1950	hprd
710	5327	hprd
30833	270	kegg
9491	125170	hprd
983	54820	hprd
80306	2885	hprd
1814	1933	hprd
6774	5371	hprd
3672	1277	kegg
27289	5362	kegg
5578	387	hprd,kegg
8318	1026	hprd
1857	8312	hprd,kegg
1387	29946	hprd
915	926	hprd
9638	27336	hprd
5293	22913	hprd
3192	4692	hprd
2887	1956	hprd
6310	115572	hprd
5257	5506	kegg
84446	3303	hprd
5728	23139	hprd
240	5319	kegg
7431	4122	hprd
5566	324	hprd
3560	6850	hprd
122809	3595	kegg
182	4851	hprd,kegg
387082	3191	hprd
355	55791	hprd
23659	26279	kegg
8399	1571	kegg
407	5724	hprd
6262	5023	kegg
6470	501	kegg
7409	5879	hprd,kegg
9124	9489	hprd
8818	5277	hprd
11128	113	kegg
8450	367	hprd
7311	7251	hprd
7372	10602	hprd
1080	5576	hprd
80854	6879	hprd
6093	387	hprd,kegg
3655	3381	kegg
57530	50848	hprd
2534	3265	hprd
2246	1460	hprd
836	5757	hprd
6498	7329	hprd
3717	5336	hprd
916	5295	hprd
719	718	hprd,kegg
1032	595	kegg
5625	51056	kegg
129685	6877	hprd
10744	991	kegg
3633	113026	kegg
5170	5566	hprd
1915	5432	hprd
54578	51451	kegg
5296	8651	hprd
8835	1271	kegg
1292	3696	kegg
5600	5801	kegg
1457	8893	hprd
2249	5156	kegg
3673	131873	kegg
10605	1973	hprd
83999	22943	hprd
1109	54578	kegg
6955	919	hprd
8038	29763	hprd
2944	1544	kegg
1258	801	kegg
5272	55660	hprd
10398	5501	kegg
2101	1130	hprd
781	10125	kegg
1937	7532	hprd
1457	3320	hprd
9583	5143	kegg
659	652	hprd
10539	54507	hprd
3621	7533	hprd
93408	4660	kegg
810	5535	kegg
805	2904	kegg
1791	5111	hprd
1017	9738	hprd
5993	3066	hprd
2099	4089	hprd
2526	8702	kegg
10524	891	hprd
5293	7535	kegg
9021	149233	kegg
2736	1452	kegg
5468	85441	hprd
2150	867	hprd
818	1390	hprd
3170	3202	hprd
4478	7430	hprd
7220	2890	hprd
2643	2068	kegg
11007	55816	hprd
80145	60491	hprd
7164	7534	hprd
23355	4093	hprd
1147	10010	hprd
867	83737	hprd
23139	7189	hprd
5875	659	hprd
5634	84076	kegg
111	4830	kegg
9704	23649	hprd
10423	8503	kegg
9567	4035	hprd
545	63967	hprd
2953	1544	kegg
7364	51409	kegg
857	3611	hprd
3953	3717	hprd,kegg
126326	7976	hprd
1452	8313	kegg
6310	11069	hprd
122809	6778	kegg
6693	1499	hprd
1609	9388	kegg
3678	83660	kegg
3725	2099	hprd
11098	57489	hprd
9618	10295	hprd
10111	4361	hprd
54658	10196	kegg
8669	51280	hprd
51144	54578	kegg
4690	1815	hprd
107	2773	kegg
8663	1964	hprd
3172	7157	hprd
56896	1809	hprd
93034	978	kegg
56924	5880	kegg
10449	27034	kegg
10813	29911	hprd
2950	91227	kegg
367	23028	hprd
1022	4176	hprd
2643	23517	kegg
2736	353500	kegg
1315	375	hprd
2591	56913	kegg
1399	3695	kegg
2982	5150	kegg
9802	9372	hprd
6772	7424	kegg
29959	81628	hprd
4853	196403	kegg
1741	493	hprd
5359	115817	hprd
125	224	kegg
5687	5683	hprd
10554	8760	kegg
3694	3913	kegg
4090	2316	hprd
5499	8165	hprd
4616	1026	hprd
10401	5970	hprd
1644	121278	kegg
5210	5211	kegg
9743	1000	hprd
23594	4171	hprd,kegg
11200	4683	hprd
7531	6310	hprd
8313	1499	hprd,kegg
2902	11113	hprd
4067	59341	hprd
10116	9856	hprd
373	9883	hprd
79666	10313	hprd
196883	5143	kegg
10467	1432	hprd
1606	8513	kegg
51166	57665	kegg
79571	51421	hprd
10623	9329	hprd
6249	2475	hprd
64682	29882	kegg
11153	3064	hprd
9564	3693	kegg
81620	5111	hprd
9446	1937	hprd
5129	11007	hprd
7298	3704	kegg
2597	5223	kegg
55165	5347	hprd
83983	3312	hprd
1387	4602	hprd
196	7025	hprd
9900	3912	kegg
55703	956	kegg
5465	1376	kegg
6196	3630	kegg
57178	367	hprd
5296	3845	kegg
2523	2528	kegg
8945	4791	hprd
3685	84624	kegg
9001	79101	hprd
56898	5019	kegg
2280	3708	hprd
840	329	hprd,kegg
2114	5595	kegg
9743	1742	hprd
1326	4790	hprd
10398	79784	kegg
8515	3688	hprd
1438	3716	kegg
23028	23186	hprd
8328	8425	hprd
2130	6160	hprd
8500	23085	hprd
6402	6404	hprd
1111	3320	hprd
953	10714	kegg
138429	8394	hprd
5600	84867	kegg
2941	257202	kegg
4088	3172	hprd
2583	8705	kegg
1877	10919	hprd
3265	2770	kegg
5801	5598	hprd
2705	6714	hprd
10399	3560	hprd
8900	4605	hprd
5859	5471	kegg
126	7367	kegg
1282	3685	kegg
79843	11007	hprd
5764	55755	hprd
50940	270	kegg
2939	2937	kegg
7535	203068	hprd
51742	25942	hprd
6885	3551	hprd,kegg
5568	112	kegg
11340	7538	hprd
5431	318	kegg
11007	9055	hprd
5293	3630	kegg
3636	89869	kegg
3695	55742	kegg
10987	7345	hprd
5707	573	hprd
27044	6778	hprd
672	4088	hprd
7482	2535	kegg
30008	117144	hprd
3074	53947	kegg
5347	9055	hprd
4854	5664	hprd,kegg
3775	29843	hprd
54902	65109	hprd
5457	2130	hprd
160	114034	hprd
145226	4129	kegg
51535	838	hprd
6778	9063	kegg
7874	7185	hprd
2932	5747	hprd
54658	131965	kegg
7532	7074	hprd
5601	8471	kegg
57670	50618	hprd
10482	55998	hprd
586	7407	kegg
4093	667	hprd
27294	29785	kegg
23382	55798	kegg
57498	1399	hprd
5159	56034	kegg
1385	11161	hprd
6857	10399	hprd
11171	4092	hprd
8826	5566	hprd
11161	64978	hprd
8725	55929	hprd
1373	5894	hprd
161882	2624	hprd
8888	51259	hprd
340205	5777	hprd
3251	51292	kegg
6500	201456	hprd
3612	5330	kegg
7409	3689	kegg
7031	56893	hprd
1557	1579	kegg
5465	6319	kegg
80739	5777	hprd
5293	3815	kegg
5601	4088	hprd
3159	5468	hprd
54014	6597	hprd
9775	4116	hprd
2532	6374	hprd
1045	1432	hprd
5747	3693	kegg
140890	6432	hprd
256933	2832	hprd
10846	270	kegg
4609	1875	kegg
5733	9630	kegg
5092	79873	hprd
4316	1404	hprd
5728	23533	kegg
955	5152	kegg
1956	808	hprd
9784	4035	hprd
93185	928	hprd
55806	3146	hprd
3996	5584	kegg
5747	5578	kegg
6464	1441	hprd
1003	1500	hprd,kegg
5296	6237	kegg
6833	775	kegg
6732	55612	hprd
84254	5563	kegg
7185	608	hprd
1946	2047	hprd
5322	1559	kegg
3938	2717	kegg
5431	2986	kegg
54535	6770	hprd
1742	7525	hprd
3694	1278	kegg
957	30833	kegg
51102	7068	hprd
3397	6929	hprd
58	345456	kegg
3696	83660	kegg
1316	10919	hprd
254887	4842	hprd
3631	5289	kegg
1387	2623	hprd
8416	56901	hprd
56956	57154	hprd
7514	1398	hprd
81	5305	kegg
71	10398	kegg
8515	1291	kegg
9975	9572	hprd
4690	57144	kegg
4338	6133	hprd
3937	6464	hprd
6241	4830	kegg
2321	4690	hprd
90627	7277	hprd
7375	5925	hprd
10020	8776	kegg
5293	2066	kegg
3284	54579	kegg
545	1111	hprd,kegg
6271	6286	hprd
2776	3356	hprd,kegg
8651	3587	kegg
2113	6672	hprd
956	7084	kegg
57605	8904	hprd
9833	5511	hprd
7532	5208	hprd
4647	58	hprd
196883	3704	kegg
57731	5799	hprd
51086	58	hprd
51497	7469	hprd
6772	6776	hprd
823	3552	hprd
27124	5331	kegg
2618	5198	kegg
1434	5536	hprd
10048	6278	hprd
27	847	hprd
5319	1571	kegg
10686	9414	kegg
27043	2908	hprd
5366	596	hprd
7478	7855	kegg
5104	7056	hprd
284541	242	kegg
50484	4831	kegg
55342	5610	hprd
7052	226	hprd
6470	219	kegg
5579	5330	kegg
1412	57658	hprd
1991	1441	hprd
5160	5313	kegg
64326	7157	hprd,kegg
93408	4638	kegg
10382	659	hprd
2354	3727	hprd
658	9943	hprd
2593	2628	kegg
774	5923	kegg
5136	51292	kegg
23761	8398	kegg
125	54657	kegg
51667	23746	hprd
10048	7345	hprd
26064	7532	hprd
10923	6872	hprd
659	722	hprd
1084	634	hprd
64750	4088	hprd
2079	10980	hprd
4089	3172	hprd
9507	12	hprd
3799	7532	hprd
79837	5332	kegg
9276	5999	hprd
2597	226	kegg
3725	2353	hprd
9166	23557	hprd
2915	2781	kegg
3692	5579	hprd
55811	5147	kegg
1387	27043	hprd
5431	10201	kegg
8328	10900	hprd
81579	1573	kegg
6310	118738	hprd
7534	23313	hprd
154	3553	hprd
957	84618	kegg
8554	1759	hprd
9463	2834	hprd
3398	4093	kegg
59341	7525	hprd
22820	11316	hprd
8085	4093	hprd
1215	1907	hprd
6421	2274	hprd
10952	338	hprd
64781	55512	kegg
2752	79666	hprd
8760	1609	kegg
259230	427	kegg
22859	1742	hprd
5330	23533	kegg
29888	79948	hprd
6189	55741	hprd
3312	8655	hprd
6263	775	kegg
4259	29785	kegg
9939	65109	hprd
3680	1290	kegg
5438	29922	kegg
890	5933	hprd
5521	5582	kegg
3690	252995	kegg
1857	7855	kegg
51100	8867	hprd
11244	580	hprd
2492	6281	hprd
6602	2353	hprd
308	1981	hprd
274	4609	hprd
4087	57559	hprd
248	2068	kegg
1937	57332	hprd
8643	3549	hprd,kegg
8560	6609	kegg
5985	84060	hprd
2353	4286	hprd
9156	4436	hprd
2873	7157	hprd
3283	54490	kegg
5584	3654	hprd
1154	5588	hprd
51652	3490	hprd
29899	2773	hprd
349565	83594	kegg
5440	56474	kegg
1984	7052	hprd
4329	3033	kegg
4110	51103	hprd
23476	55660	hprd
6881	6872	hprd
29979	961	hprd
8650	4855	kegg
857	367	hprd
10555	1606	kegg
10941	131965	kegg
387082	3312	hprd
7186	9099	hprd
51172	2060	hprd
7514	1386	hprd
5275	1508	hprd
6159	55638	hprd
240	5320	kegg
166929	130367	kegg
55703	377841	kegg
6303	27231	hprd
3597	7297	hprd,kegg
5293	4952	kegg
5616	5579	kegg
1789	8726	hprd
836	8394	hprd
3938	3101	kegg
10298	3985	kegg
4790	9618	kegg
810	4843	kegg
824	4792	hprd
5336	5156	kegg
9319	79092	hprd
3866	55388	hprd
1281	3675	kegg
7532	9493	hprd
51129	6258	kegg
51466	57556	hprd
8915	8517	hprd,kegg
9475	6780	hprd
9255	498	hprd
139596	79912	hprd
7532	2309	hprd
119391	91227	kegg
5599	1399	kegg
124583	57804	kegg
5781	2885	hprd,kegg
3768	8573	hprd
377841	107	kegg
222894	6929	hprd
5300	898	hprd
8541	8499	hprd
5805	6595	kegg
113878	4851	hprd,kegg
4092	27107	hprd
1558	5742	kegg
51144	79799	kegg
5307	4760	hprd
5137	158	kegg
7572	54925	hprd
2965	2099	hprd
920	5295	hprd
71	645126	kegg
6689	6908	hprd
5616	111	kegg
3292	7364	kegg
9146	9802	hprd
2033	8925	hprd
83394	2185	hprd
3632	5333	kegg
8614	55701	hprd
9643	1039	hprd
2805	2571	kegg
8292	590	hprd
7529	6714	hprd
7704	3065	hprd
9049	10728	hprd
79720	51160	hprd
58512	1741	hprd
57761	5970	hprd
9475	5501	kegg
4188	4034	hprd
7531	27018	hprd
471	30833	kegg
2932	4040	hprd
1600	3693	hprd
4143	1786	kegg
4853	113878	kegg
2932	3611	hprd
191	60487	kegg
1025	8454	hprd
1088	634	hprd
87	29119	kegg
6732	6625	hprd
10399	5580	hprd
6383	3371	kegg
2066	5296	hprd,kegg
5332	9162	kegg
10519	5664	hprd
6422	11211	kegg
3620	9836	kegg
29107	56001	hprd
2638	55791	hprd
5897	5896	hprd
23192	79686	hprd
5599	572	hprd
387	1729	hprd,kegg
808	91807	kegg
9025	23404	hprd
660	7133	hprd
30837	2690	kegg
4085	64682	kegg
137492	7251	hprd
9491	54715	hprd
7529	83732	hprd
6612	1050	hprd
1108	6597	hprd
3460	3442	kegg
9415	5322	kegg
247	1573	kegg
3570	3717	kegg
30837	3598	kegg
622	64064	kegg
5697	4887	hprd
3691	1308	hprd
4233	7423	kegg
2771	134	hprd
1613	1026	hprd
7994	55432	kegg
9759	7534	hprd
6569	3320	hprd
2960	2071	hprd
11276	9522	hprd
9530	339	hprd
10923	5111	hprd
7486	641	hprd
66036	51324	hprd
11072	940	hprd
26279	1576	kegg
4297	5929	hprd
59341	9053	hprd
5062	57630	hprd
114	5136	kegg
51478	54600	kegg
5777	1271	kegg
3174	6927	kegg
54512	1797	hprd
8737	6885	kegg
7060	6383	kegg
652788	8312	kegg
2185	2064	hprd
79695	4589	hprd
9026	1213	hprd
7114	60	hprd,kegg
5347	5689	hprd
5747	1793	kegg
29780	3611	hprd,kegg
84612	5584	hprd,kegg
5805	51202	kegg
373156	2877	kegg
9759	5980	hprd
1803	920	hprd
2157	2147	hprd
84914	4093	hprd
6503	919	hprd
898	993	hprd
771	3963	hprd
5427	29922	kegg
11098	347862	hprd
10445	79036	hprd
5580	1601	hprd
2538	5563	kegg
5295	7409	kegg
26260	6500	hprd
10989	29070	hprd
7750	3181	hprd
2185	5921	hprd
8558	2114	hprd
7852	10672	hprd
10846	3251	kegg
10093	10096	hprd
329	2619	hprd
2250	5159	kegg
5590	5580	hprd
4088	288	hprd
5296	5881	kegg
5175	55660	hprd
891	993	hprd
1579	1558	kegg
3613	84812	kegg
5170	6199	hprd,kegg
3835	64219	hprd
6462	6652	hprd
2941	2686	kegg
130399	3625	hprd
6714	5881	kegg
2984	5143	kegg
949	348	hprd
3694	131873	kegg
51107	5663	hprd
25885	4830	kegg
23254	5493	hprd
5777	3206	hprd
2572	220	kegg
89869	5582	kegg
5580	4323	kegg
84254	814	hprd
8470	2185	hprd
2571	1036	kegg
3990	4035	hprd
839	7020	hprd
5777	867	hprd
8328	9782	hprd
3911	4059	hprd
26258	282991	hprd
4615	55620	hprd
1609	5408	kegg
9655	1438	kegg
5291	2549	kegg
5580	5786	hprd
5394	23420	hprd
8399	64816	kegg
840	330	hprd,kegg
5013	26511	hprd
2277	3791	hprd,kegg
1104	1119	hprd
11200	5529	hprd
7186	1326	hprd
3043	3040	hprd
8651	3460	kegg
55558	1020	kegg
6872	3146	hprd
217	11112	kegg
2986	8622	kegg
60528	6015	hprd
5170	6446	hprd
5337	8611	kegg
55716	3933	hprd
4087	7592	hprd
28996	3159	hprd
5566	10488	kegg
